onset	duration	ACC	RT	condition
267747	2000	1	631	1
269983	2000	1	405	1
272219	2000	1	290	1
274487	2000	1	"""n/a"""	2
276740	2000	1	278	1
279009	2000	1	519	1
281261	2000	1	531	1
283496	2000	1	567	1
285748	2000	0	"""n/a"""	2
288001	2000	1	532	1
290253	2000	1	682	1
292505	2000	1	478	1
294758	2000	0	"""n/a"""	2
297010	2000	1	397	1
299279	2000	1	298	1
301548	2000	1	414	1
303832	2000	1	"""n/a"""	2
306085	2000	0	0	1
308338	2000	1	399	1
310607	2000	1	475	1
312891	2000	1	"""n/a"""	2
315144	2000	1	663	1
317397	2000	1	602	1
319681	2000	0	"""n/a"""	2
321935	2000	0	"""n/a"""	2
324187	2000	1	311	1
326472	2000	1	"""n/a"""	2
328740	2000	1	546	1
330993	2000	1	651	1
333246	2000	1	670	1
335530	2000	1	"""n/a"""	2
337783	2000	1	745	1
340036	2000	1	399	1
342321	2000	0	"""n/a"""	2
344574	2000	1	648	1
346842	2000	1	642	1
349095	2000	1	502	1
351380	2000	0	"""n/a"""	2
353648	2000	1	491	1
355902	2000	0	"""n/a"""	2
358154	2000	1	577	1
360423	2000	0	0	1
362707	2000	1	"""n/a"""	2
364960	2000	1	727	1
367213	2000	1	568	1
369497	2000	0	"""n/a"""	2
371750	2000	1	649	1
374003	2000	1	609	1
376272	2000	1	397	1
378556	2000	1	254	1
380810	2000	1	"""n/a"""	2
383062	2000	1	544	1
385346	2000	1	795	1
387615	2000	1	597	1
389869	2000	0	"""n/a"""	2
392121	2000	1	444	1
394405	2000	1	383	1
396659	2000	0	"""n/a"""	2
398911	2000	1	573	1
401196	2000	1	"""n/a"""	2
403464	2000	1	667	1
405717	2000	1	672	1
407970	2000	1	760	1
410254	2000	1	727	1
412508	2000	0	"""n/a"""	2
414776	2000	1	"""n/a"""	2
417029	2000	1	484	1
419298	2000	0	411	1
421567	2000	1	466	1
423851	2000	0	"""n/a"""	2
426104	2000	1	629	1
428373	2000	1	"""n/a"""	2
430641	2000	1	578	1
432895	2000	1	645	1
435163	2000	1	518	1
437431	2000	1	"""n/a"""	2
439684	2000	1	562	1
441937	2000	1	474	1
444222	2000	0	"""n/a"""	2
446490	2000	1	462	1
