onset	duration	ACC	RT	condition
270446	2000	1	403	1
272682	2000	1	"""n/a"""	2
274934	2000	1	518	1
277169	2000	1	595	1
279421	2000	0	"""n/a"""	2
281673	2000	0	"""n/a"""	2
283909	2000	1	459	1
286161	2000	1	424	1
288414	2000	1	560	1
290699	2000	0	"""n/a"""	2
292952	2000	1	643	1
295204	2000	1	540	1
297456	2000	1	594	1
299707	2000	1	"""n/a"""	2
301960	2000	1	762	1
304213	2000	1	381	1
306482	2000	1	557	1
308766	2000	1	"""n/a"""	2
311019	2000	1	689	1
313272	2000	1	442	1
315541	2000	1	402	1
317825	2000	1	"""n/a"""	2
320079	2000	1	471	1
322347	2000	1	569	1
324615	2000	0	"""n/a"""	2
326868	2000	1	624	1
329121	2000	1	542	1
331406	2000	0	"""n/a"""	2
333659	2000	1	378	1
335927	2000	1	278	1
338196	2000	1	"""n/a"""	2
340449	2000	1	703	1
342733	2000	1	621	1
344986	2000	1	453	1
347255	2000	0	"""n/a"""	2
349508	2000	1	366	1
351792	2000	1	386	1
354046	2000	1	"""n/a"""	2
356298	2000	1	586	1
358567	2000	1	430	1
360851	2000	1	480	1
363105	2000	0	"""n/a"""	2
365357	2000	1	676	1
367641	2000	0	"""n/a"""	2
369910	2000	1	486	1
372163	2000	1	510	1
374416	2000	1	420	1
376685	2000	1	517	1
378969	2000	1	"""n/a"""	2
381222	2000	1	579	1
383491	2000	0	"""n/a"""	2
385759	2000	1	592	1
388012	2000	1	684	1
390265	2000	1	369	1
392534	2000	1	335	1
394818	2000	0	"""n/a"""	2
397071	2000	1	563	1
399324	2000	1	285	1
401593	2000	1	474	1
403877	2000	1	"""n/a"""	2
406130	2000	1	547	1
408383	2000	0	255	1
410667	2000	0	"""n/a"""	2
412920	2000	1	546	1
415189	2000	1	"""n/a"""	2
417442	2000	1	410	1
419726	2000	1	362	1
421980	2000	0	"""n/a"""	2
424232	2000	1	555	1
426501	2000	1	548	1
428785	2000	1	"""n/a"""	2
431038	2000	1	931	1
433291	2000	1	830	1
435575	2000	1	576	1
437844	2000	1	"""n/a"""	2
440097	2000	1	483	1
442333	2000	1	318	1
444569	2000	1	753	1
446821	2000	1	590	1
449057	2000	0	"""n/a"""	2
451292	2000	1	562	1
453527	2000	1	655	1
455763	2000	1	571	1
458014	2000	1	"""n/a"""	2
460267	2000	1	252	1
462503	2000	1	411	1
464738	2000	1	371	1
466975	2000	1	"""n/a"""	2
469226	2000	1	525	1
471462	2000	1	360	1
473697	2000	1	317	1
475949	2000	0	"""n/a"""	2
478218	2000	1	"""n/a"""	2
480471	2000	1	626	1
482706	2000	1	306	1
484942	2000	1	280	1
487178	2000	0	"""n/a"""	2
489430	2000	1	484	1
491714	2000	1	572	1
493967	2000	1	526	1
496236	2000	0	"""n/a"""	2
498489	2000	1	716	1
500773	2000	1	"""n/a"""	2
503026	2000	1	455	1
505262	2000	1	481	1
507498	2000	1	505	1
509750	2000	1	540	1
511986	2000	0	"""n/a"""	2
514253	2000	1	694	1
516506	2000	1	574	1
518775	2000	0	"""n/a"""	2
521011	2000	1	429	1
523246	2000	1	467	1
525482	2000	1	556	1
527733	2000	0	"""n/a"""	2
529986	2000	1	600	1
532255	2000	1	"""n/a"""	2
534508	2000	1	469	1
536743	2000	1	550	1
538995	2000	0	"""n/a"""	2
603109	2000	1	576	1
605361	2000	1	299	1
607613	2000	1	326	1
609881	2000	1	"""n/a"""	2
612135	2000	1	444	1
614387	2000	1	379	1
616623	2000	1	"""n/a"""	2
618890	2000	1	700	1
621143	2000	1	414	1
623396	2000	1	395	1
625680	2000	1	"""n/a"""	2
627934	2000	1	387	1
630186	2000	1	350	1
632455	2000	1	436	1
634691	2000	0	"""n/a"""	2
636942	2000	1	492	1
639195	2000	1	320	1
641479	2000	1	450	1
643733	2000	0	"""n/a"""	2
645968	2000	1	628	1
648219	2000	1	"""n/a"""	2
650472	2000	1	374	1
652725	2000	1	537	1
655010	2000	0	"""n/a"""	2
657278	2000	1	595	1
659531	2000	1	731	1
661784	2000	1	428	1
664053	2000	1	604	1
666337	2000	0	"""n/a"""	2
668590	2000	1	632	1
670843	2000	1	438	1
673127	2000	1	296	1
675381	2000	1	"""n/a"""	2
677649	2000	1	"""n/a"""	2
679902	2000	1	587	1
682186	2000	1	567	1
684440	2000	0	"""n/a"""	2
686692	2000	1	581	1
688961	2000	1	523	1
691245	2000	1	"""n/a"""	2
693498	2000	1	473	1
695767	2000	0	"""n/a"""	2
698035	2000	1	687	1
700304	2000	1	564	1
702558	2000	1	"""n/a"""	2
704810	2000	1	454	1
707094	2000	1	678	1
709347	2000	1	653	1
711616	2000	0	"""n/a"""	2
713869	2000	1	469	1
716153	2000	0	"""n/a"""	2
718406	2000	1	657	1
720659	2000	1	416	1
722943	2000	1	812	1
725212	2000	1	895	1
727466	2000	0	"""n/a"""	2
729718	2000	1	601	1
732002	2000	1	569	1
734255	2000	1	332	1
736524	2000	1	"""n/a"""	2
738777	2000	1	572	1
741061	2000	1	292	1
743315	2000	1	"""n/a"""	2
745567	2000	1	503	1
747851	2000	0	"""n/a"""	2
750120	2000	1	447	1
752373	2000	1	747	1
754642	2000	1	"""n/a"""	2
756910	2000	1	435	1
759163	2000	1	536	1
761416	2000	1	487	1
763701	2000	1	"""n/a"""	2
765969	2000	0	0	1
768222	2000	1	649	1
770475	2000	1	640	1
772759	2000	1	"""n/a"""	2
775028	2000	1	573	1
777281	2000	1	387	1
779534	2000	1	268	1
781803	2000	1	381	1
784072	2000	0	"""n/a"""	2
786324	2000	1	658	1
788593	2000	1	590	1
790877	2000	1	346	1
793131	2000	0	"""n/a"""	2
795383	2000	1	505	1
797667	2000	1	464	1
799936	2000	0	448	1
802190	2000	1	"""n/a"""	2
804442	2000	1	434	1
806726	2000	0	"""n/a"""	2
808979	2000	1	539	1
811232	2000	1	560	1
813516	2000	1	"""n/a"""	2
815785	2000	0	366	1
818038	2000	1	564	1
820291	2000	1	600	1
822575	2000	0	"""n/a"""	2
824844	2000	1	779	1
827097	2000	1	405	1
829350	2000	1	398	1
831619	2000	1	385	1
833888	2000	0	"""n/a"""	2
836140	2000	1	722	1
838409	2000	1	348	1
840693	2000	1	447	1
842947	2000	1	"""n/a"""	2
845199	2000	1	421	1
847483	2000	0	"""n/a"""	2
849752	2000	1	650	1
852005	2000	1	408	1
854274	2000	1	"""n/a"""	2
856542	2000	1	343	1
858795	2000	1	300	1
861048	2000	1	291	1
863333	2000	1	"""n/a"""	2
865601	2000	1	505	1
867854	2000	1	248	1
870123	2000	1	"""n/a"""	2
872391	2000	0	"""n/a"""	2
906393	2000	1	644	1
908677	2000	1	"""n/a"""	2
910930	2000	1	593	1
913183	2000	1	415	1
915452	2000	0	359	1
917736	2000	1	546	1
919990	2000	1	"""n/a"""	2
922242	2000	1	670	1
924526	2000	1	490	1
926779	2000	1	307	1
929032	2000	1	360	1
931317	2000	0	"""n/a"""	2
933585	2000	1	321	1
935838	2000	1	372	1
938091	2000	1	414	1
940375	2000	0	"""n/a"""	2
942644	2000	0	"""n/a"""	2
944897	2000	1	442	1
947150	2000	1	320	1
949434	2000	1	530	1
951703	2000	0	"""n/a"""	2
953956	2000	1	659	1
956209	2000	1	398	1
958493	2000	1	"""n/a"""	2
960746	2000	1	528	1
962999	2000	1	637	1
965268	2000	0	0	1
967536	2000	1	"""n/a"""	2
969789	2000	1	479	1
972058	2000	1	520	1
974342	2000	0	"""n/a"""	2
976595	2000	1	683	1
978848	2000	1	517	1
981133	2000	1	"""n/a"""	2
983402	2000	1	798	1
985654	2000	1	357	1
987907	2000	1	708	1
990191	2000	0	"""n/a"""	2
992460	2000	1	656	1
994713	2000	1	501	1
996966	2000	1	424	1
999234	2000	0	"""n/a"""	2
1001487	2000	1	583	1
1003756	2000	1	509	1
1006025	2000	1	526	1
1008293	2000	1	"""n/a"""	2
1010546	2000	1	499	1
1012831	2000	1	"""n/a"""	2
1015084	2000	1	832	1
1017352	2000	1	459	1
1019605	2000	1	566	1
1021890	2000	0	"""n/a"""	2
1024158	2000	1	626	1
1026411	2000	1	480	1
1028680	2000	0	"""n/a"""	2
1030916	2000	1	572	1
1033152	2000	0	"""n/a"""	2
1035404	2000	1	735	1
1037656	2000	1	544	1
1039924	2000	0	"""n/a"""	2
1042177	2000	1	595	1
1044429	2000	1	515	1
1046665	2000	1	943	1
1048917	2000	1	399	1
1051170	2000	1	"""n/a"""	2
1053437	2000	1	"""n/a"""	2
1055707	2000	1	604	1
1057959	2000	1	488	1
1060212	2000	1	583	1
1062496	2000	1	"""n/a"""	2
1064749	2000	1	589	1
