name	x	y	z
E1	6.3	-6.6	-2.9
E2	7.7	-6.0	0.4
E3	8.7	-4.4	3.5
E4	8.2	-3.3	5.7
E5	6.5	-1.7	7.8
E6	4.4	0.0	9.0
E7	1.8	1.4	9.6
E8	9.1	-4.8	-1.6
E9	10.1	-3.1	1.2
E10	9.9	-2.1	3.6
E11	9.1	0.0	5.8
E12	6.5	1.7	7.8
E13	3.7	2.8	8.7
E14	10.8	-1.5	-1.1
E15	10.4	0.0	1.5
E16	10.4	0.0	3.6
E17	10.6	0.0	-2.5
E18	9.9	2.1	3.6
E19	8.2	3.3	5.7
E20	5.9	4.4	6.8
E21	10.8	1.5	-1.1
E22	10.1	3.1	1.2
E23	8.7	4.4	3.5
E24	6.9	5.1	5.0
E25	9.1	4.8	-1.6
E26	7.7	6.0	0.4
E27	6.2	6.5	3.2
E28	4.8	6.3	5.3
E29	3.1	5.4	7.2
E30	1.1	4.2	8.7
E31	-0.8	2.2	9.8
E32	6.3	6.6	-2.9
E33	4.7	7.3	-0.4
E34	3.4	7.8	2.8
E35	1.7	7.3	5.4
E36	0.3	6.3	7.3
E37	-1.7	4.5	8.9
E38	4.1	7.5	-3.8
E39	1.0	8.2	-1.0
E40	0.0	8.4	2.5
E41	-0.9	7.9	5.3
E42	-2.7	6.8	6.9
E43	2.8	7.4	-6.0
E44	1.5	7.8	-4.1
E45	-2.1	8.3	-0.7
E46	-2.6	8.4	2.7
E47	-3.4	7.7	4.8
E48	2.5	6.8	-9.1
E49	0.5	7.2	-6.9
E50	-4.6	7.7	-0.3
E51	-5.3	7.5	3.1
E52	-5.1	6.7	5.7
E53	-4.6	4.8	8.0
E54	-3.9	2.6	9.4
E55	-2.4	0.0	10.0
E56	-2.8	7.1	-6.4
E57	-4.3	7.5	-3.4
E58	-6.6	6.9	0.1
E59	-7.4	5.9	3.4
E60	-6.9	4.7	6.1
E61	-6.3	2.7	8.1
E62	-7.6	0.0	7.4
E63	-4.9	6.1	-6.4
E64	-6.7	6.2	-3.3
E65	-8.3	5.3	0.2
E66	-8.8	4.1	3.6
E67	-8.4	2.1	6.0
E68	-7.3	4.3	-6.0
E69	-8.7	4.0	-3.2
E70	-9.8	3.1	0.3
E71	-9.6	1.6	3.7
E72	-8.9	0.0	5.4
E73	-8.6	2.2	-5.9
E74	-9.7	1.3	-3.0
E75	-10.3	0.0	0.6
E76	-9.6	-1.6	3.7
E77	-8.4	-2.1	6.0
E78	-6.3	-2.7	8.1
E79	-3.9	-2.6	9.4
E80	-0.8	-2.2	9.8
E81	-9.0	0.0	-5.6
E82	-9.7	-1.3	-3.0
E83	-9.8	-3.1	0.3
E84	-8.8	-4.1	3.6
E85	-6.9	-4.7	6.1
E86	-4.6	-4.8	8.0
E87	-1.7	-4.5	8.9
E88	-8.6	-2.2	-5.9
E89	-8.7	-4.0	-3.2
E90	-8.3	-5.3	0.2
E91	-7.4	-5.9	3.4
E92	-5.1	-6.7	5.7
E93	-2.7	-6.8	6.9
E94	-7.3	-4.3	-6.0
E95	-6.7	-6.2	-3.3
E96	-6.6	-6.9	0.1
E97	-5.3	-7.5	3.1
E98	-3.4	-7.7	4.8
E99	-4.9	-6.1	-6.4
E100	-4.3	-7.5	-3.4
E101	-4.6	-7.7	-0.3
E102	-2.6	-8.4	2.7
E103	-0.9	-7.9	5.3
E104	0.3	-6.3	7.3
E105	1.1	-4.2	8.7
E106	1.8	-1.4	9.6
E107	-2.8	-7.1	-6.4
E108	-2.1	-8.3	-0.7
E109	0.0	-8.4	2.5
E110	1.7	-7.3	5.4
E111	3.1	-5.4	7.2
E112	3.7	-2.8	8.7
E113	0.5	-7.2	-6.9
E114	1.5	-7.8	-4.1
E115	1.0	-8.2	-1.0
E116	3.4	-7.8	2.8
E117	4.8	-6.3	5.3
E118	5.9	-4.4	6.8
E119	2.5	-6.8	-9.1
E120	2.8	-7.4	-6.0
E121	4.1	-7.5	-3.8
E122	4.7	-7.3	-0.4
E123	6.2	-6.5	3.2
E124	6.9	-5.1	5.0
E125	5.2	-7.0	-5.0
E126	7.6	-4.3	-7.5
E127	7.6	4.3	-7.5
E128	5.2	7.0	-5.0
