onset	duration	ACC	RT	condition
331617	2000	0	281	1
333852	2000	1	513	1
336088	2000	1	326	1
338324	2000	1	"""n/a"""	2
340576	2000	1	414	1
342811	2000	1	298	1
345063	2000	1	"""n/a"""	2
347316	2000	1	472	1
349585	2000	1	675	1
351869	2000	1	"""n/a"""	2
354122	2000	1	674	1
356375	2000	1	441	1
358610	2000	1	724	1
360862	2000	1	"""n/a"""	2
363115	2000	1	878	1
365351	2000	0	"""n/a"""	2
367618	2000	1	"""n/a"""	2
369871	2000	1	633	1
372124	2000	1	478	1
374408	2000	0	"""n/a"""	2
376677	2000	1	325	1
378930	2000	1	504	1
381183	2000	1	573	1
383467	2000	1	577	1
385721	2000	0	"""n/a"""	2
387973	2000	1	470	1
390242	2000	0	388	1
392526	2000	0	595	1
394780	2000	0	"""n/a"""	2
397032	2000	1	569	1
399301	2000	1	341	1
401585	2000	1	796	1
403839	2000	1	"""n/a"""	2
406091	2000	1	678	1
408375	2000	1	511	1
410628	2000	1	631	1
412897	2000	0	"""n/a"""	2
415150	2000	1	558	1
417434	2000	1	"""n/a"""	2
419687	2000	0	0	1
421956	2000	0	"""n/a"""	2
424209	2000	1	629	1
426493	2000	1	868	1
428762	2000	1	313	1
431016	2000	0	"""n/a"""	2
433268	2000	1	817	1
435552	2000	1	568	1
437806	2000	1	"""n/a"""	2
440058	2000	0	0	1
442327	2000	1	597	1
444611	2000	1	594	1
446865	2000	1	"""n/a"""	2
449117	2000	1	573	1
451401	2000	0	0	1
453655	2000	0	"""n/a"""	2
455907	2000	1	470	1
458176	2000	1	350	1
460460	2000	1	650	1
462713	2000	1	494	1
464982	2000	0	"""n/a"""	2
467235	2000	1	544	1
469519	2000	1	562	1
471773	2000	0	"""n/a"""	2
474025	2000	1	398	1
476310	2000	0	"""n/a"""	2
478563	2000	1	908	1
480798	2000	1	523	1
483050	2000	0	"""n/a"""	2
485286	2000	1	555	1
487521	2000	0	410	1
489757	2000	1	528	1
492008	2000	1	"""n/a"""	2
494262	2000	1	"""n/a"""	2
496514	2000	1	852	1
498749	2000	1	462	1
500985	2000	0	0	1
503221	2000	1	"""n/a"""	2
505473	2000	1	564	1
507708	2000	1	510	1
509944	2000	1	513	1
512180	2000	1	"""n/a"""	2
514431	2000	1	673	1
