onset	duration	ACC	RT	condition
302301	2000	0	0	1
304553	2000	1	488	1
306788	2000	1	497	1
309040	2000	0	"""n/a"""	2
311276	2000	1	584	1
313512	2000	1	470	1
315748	2000	0	"""n/a"""	2
317999	2000	1	622	1
320268	2000	0	"""n/a"""	2
322504	2000	1	768	1
324740	2000	0	"""n/a"""	2
326992	2000	0	0	1
329244	2000	1	282	1
331496	2000	0	213	1
333748	2000	1	579	1
336016	2000	1	"""n/a"""	2
338285	2000	1	580	1
340538	2000	1	485	1
342791	2000	1	418	1
345075	2000	1	"""n/a"""	2
347328	2000	1	863	1
349581	2000	1	411	1
351866	2000	1	"""n/a"""	2
354134	2000	1	445	1
356388	2000	1	"""n/a"""	2
358640	2000	1	640	1
360909	2000	1	403	1
363193	2000	0	0	1
365446	2000	1	"""n/a"""	2
367715	2000	1	842	1
369968	2000	1	405	1
372252	2000	1	"""n/a"""	2
374506	2000	1	"""n/a"""	2
376758	2000	1	408	1
379042	2000	1	475	1
381295	2000	0	496	1
383564	2000	0	"""n/a"""	2
385817	2000	1	607	1
388101	2000	1	712	1
390354	2000	0	0	1
392606	2000	1	"""n/a"""	2
394859	2000	1	683	1
397111	2000	1	584	1
399364	2000	1	"""n/a"""	2
401616	2000	1	625	1
403900	2000	1	568	1
406153	2000	1	501	1
408422	2000	1	"""n/a"""	2
410675	2000	0	379	1
412959	2000	1	637	1
415212	2000	1	458	1
417465	2000	1	623	1
419749	2000	1	"""n/a"""	2
422002	2000	1	571	1
424255	2000	0	342	1
426540	2000	1	"""n/a"""	2
428808	2000	1	546	1
431061	2000	1	850	1
433314	2000	0	0	1
435598	2000	1	"""n/a"""	2
437867	2000	1	583	1
440120	2000	1	546	1
442389	2000	1	"""n/a"""	2
444642	2000	1	960	1
446910	2000	1	468	1
449163	2000	1	618	1
451448	2000	0	"""n/a"""	2
453716	2000	0	"""n/a"""	2
455969	2000	1	884	1
458222	2000	1	433	1
460491	2000	1	680	1
462775	2000	1	474	1
465029	2000	1	"""n/a"""	2
467281	2000	1	990	1
469565	2000	1	949	1
471834	2000	1	"""n/a"""	2
474087	2000	1	743	1
476340	2000	1	496	1
478624	2000	1	"""n/a"""	2
480877	2000	0	0	1
483130	2000	1	590	1
485365	2000	1	755	1
487617	2000	1	"""n/a"""	2
489870	2000	1	896	1
492105	2000	1	508	1
494341	2000	1	451	1
496576	2000	1	962	1
498828	2000	1	"""n/a"""	2
501081	2000	1	847	1
503316	2000	0	414	1
505568	2000	0	"""n/a"""	2
507821	2000	1	499	1
510073	2000	0	635	1
512309	2000	0	824	1
514577	2000	1	"""n/a"""	2
516830	2000	0	863	1
519065	2000	0	650	1
521301	2000	0	0	1
523537	2000	0	"""n/a"""	2
525789	2000	0	967	1
528025	2000	0	"""n/a"""	2
530260	2000	1	689	1
532495	2000	1	689	1
534731	2000	0	0	1
536967	2000	0	"""n/a"""	2
539219	2000	1	333	1
541454	2000	0	"""n/a"""	2
543690	2000	1	605	1
545925	2000	1	477	1
548161	2000	1	652	1
550396	2000	0	"""n/a"""	2
552664	2000	1	616	1
554917	2000	0	0	1
557170	2000	0	0	1
