onset	duration	ACC	RT	condition
683712	2000	1	406	1
685981	2000	1	384	1
688234	2000	1	338	1
690503	2000	1	"""n/a"""	2
692771	2000	1	375	1
695024	2000	1	368	1
697277	2000	0	344	1
699561	2000	1	"""n/a"""	2
701830	2000	1	422	1
704083	2000	1	446	1
706336	2000	1	977	1
708605	2000	1	412	1
710874	2000	1	"""n/a"""	2
713126	2000	1	766	1
715395	2000	1	988	1
717679	2000	0	0	1
719932	2000	0	"""n/a"""	2
722185	2000	1	542	1
724454	2000	1	513	1
726738	2000	1	426	1
728992	2000	1	"""n/a"""	2
731244	2000	1	381	1
733513	2000	1	396	1
735797	2000	0	"""n/a"""	2
738050	2000	1	574	1
740303	2000	1	524	1
742587	2000	1	436	1
744841	2000	0	"""n/a"""	2
747093	2000	1	517	1
749378	2000	1	"""n/a"""	2
751646	2000	1	362	1
753899	2000	1	271	1
756168	2000	0	"""n/a"""	2
758421	2000	1	459	1
760705	2000	1	411	1
762959	2000	0	"""n/a"""	2
765211	2000	1	603	1
767480	2000	0	0	1
769748	2000	0	"""n/a"""	2
772001	2000	1	580	1
774270	2000	1	973	1
776554	2000	1	860	1
778808	2000	1	"""n/a"""	2
781060	2000	1	575	1
783329	2000	1	692	1
785613	2000	1	652	1
787867	2000	0	"""n/a"""	2
790135	2000	1	"""n/a"""	2
792388	2000	1	561	1
794672	2000	1	"""n/a"""	2
796925	2000	1	561	1
799161	2000	1	519	1
801414	2000	1	"""n/a"""	2
803665	2000	0	0	1
805901	2000	0	0	1
808154	2000	0	"""n/a"""	2
810405	2000	1	403	1
812674	2000	0	"""n/a"""	2
814927	2000	1	952	1
817179	2000	1	774	1
819431	2000	0	0	1
821667	2000	1	554	1
823936	2000	1	"""n/a"""	2
826188	2000	1	519	1
828441	2000	0	"""n/a"""	2
830692	2000	1	403	1
832928	2000	1	547	1
835197	2000	1	697	1
837481	2000	1	"""n/a"""	2
839734	2000	1	598	1
841970	2000	1	515	1
844206	2000	1	658	1
846475	2000	1	"""n/a"""	2
848727	2000	1	561	1
850996	2000	1	469	1
853280	2000	1	446	1
855534	2000	1	"""n/a"""	2
857786	2000	1	597	1
860055	2000	1	522	1
862339	2000	1	472	1
864593	2000	1	"""n/a"""	2
866845	2000	1	471	1
869129	2000	1	613	1
871382	2000	1	470	1
873635	2000	1	626	1
875920	2000	0	"""n/a"""	2
878188	2000	1	668	1
880441	2000	1	614	1
882694	2000	1	916	1
884978	2000	0	"""n/a"""	2
887247	2000	1	454	1
889500	2000	1	561	1
891769	2000	1	"""n/a"""	2
894037	2000	1	482	1
896290	2000	1	569	1
898559	2000	1	"""n/a"""	2
927521	2000	1	814	1
929774	2000	1	560	1
932058	2000	1	496	1
934311	2000	1	812	1
936580	2000	0	"""n/a"""	2
938849	2000	0	"""n/a"""	2
941117	2000	1	376	1
943370	2000	1	478	1
945623	2000	1	533	1
947908	2000	0	"""n/a"""	2
950176	2000	1	522	1
952429	2000	1	534	1
954682	2000	1	552	1
956966	2000	1	752	1
959235	2000	0	"""n/a"""	2
961488	2000	1	625	1
963757	2000	1	"""n/a"""	2
966025	2000	1	390	1
968278	2000	1	617	1
970531	2000	1	453	1
972816	2000	1	"""n/a"""	2
975084	2000	1	462	1
977337	2000	1	698	1
979606	2000	0	"""n/a"""	2
981874	2000	1	412	1
984143	2000	1	500	1
986396	2000	1	389	1
988665	2000	0	"""n/a"""	2
990933	2000	1	951	1
993186	2000	1	640	1
995455	2000	1	"""n/a"""	2
997708	2000	1	426	1
999992	2000	1	"""n/a"""	2
1002245	2000	1	820	1
1004498	2000	1	778	1
1006782	2000	0	0	1
1009051	2000	0	"""n/a"""	2
1011304	2000	1	414	1
1013557	2000	0	358	1
1015841	2000	1	"""n/a"""	2
1018094	2000	1	458	1
1020347	2000	1	317	1
1022616	2000	1	447	1
1024900	2000	0	"""n/a"""	2
1027153	2000	1	515	1
1029422	2000	1	"""n/a"""	2
1031675	2000	0	394	1
1033959	2000	1	549	1
1036213	2000	1	"""n/a"""	2
1038465	2000	1	610	1
1040749	2000	1	420	1
1043018	2000	1	"""n/a"""	2
1045271	2000	1	669	1
1047524	2000	0	0	1
1049808	2000	1	862	1
1052062	2000	1	"""n/a"""	2
1054314	2000	1	466	1
1056598	2000	1	645	1
1058867	2000	1	752	1
1061121	2000	1	"""n/a"""	2
1063373	2000	1	471	1
1065657	2000	1	455	1
1067911	2000	1	"""n/a"""	2
1070163	2000	0	935	1
1072432	2000	1	593	1
1074716	2000	1	406	1
1076970	2000	1	"""n/a"""	2
1079222	2000	1	657	1
1081491	2000	1	728	1
1083775	2000	1	888	1
1086029	2000	0	"""n/a"""	2
1088297	2000	1	585	1
1090565	2000	1	545	1
1092834	2000	0	"""n/a"""	2
1095087	2000	1	450	1
1097340	2000	1	359	1
1099624	2000	1	523	1
1101877	2000	1	922	1
1104146	2000	0	"""n/a"""	2
1106399	2000	0	0	1
1108683	2000	1	459	1
1110936	2000	1	356	1
1113205	2000	1	"""n/a"""	2
1115458	2000	0	0	1
1117710	2000	1	922	1
1119963	2000	1	"""n/a"""	2
1122214	2000	1	387	1
1124482	2000	1	516	1
1126735	2000	1	454	1
1129004	2000	0	"""n/a"""	2
1131272	2000	1	325	1
1133525	2000	1	501	1
1135794	2000	0	"""n/a"""	2
1138047	2000	1	518	1
1140316	2000	0	334	1
1142585	2000	1	"""n/a"""	2
1144853	2000	1	"""n/a"""	2
1147106	2000	1	643	1
1149390	2000	0	"""n/a"""	2
1151643	2000	1	724	1
1153896	2000	1	489	1
1156180	2000	1	519	1
1158434	2000	1	"""n/a"""	2
1160686	2000	1	605	1
1162955	2000	1	342	1
1165239	2000	1	580	1
1167492	2000	1	545	1
1169761	2000	0	"""n/a"""	2
1172029	2000	1	870	1
1174298	2000	0	"""n/a"""	2
1176551	2000	1	569	1
1178804	2000	1	840	1
1181088	2000	1	446	1
1183342	2000	1	"""n/a"""	2
1185594	2000	1	838	1
1187879	2000	0	"""n/a"""	2
1190147	2000	1	958	1
1192400	2000	0	430	1
1194653	2000	1	936	1
1196937	2000	0	"""n/a"""	2
