onset	duration	ACC	RT	condition
703993	2000	0	292	1
706229	2000	1	478	1
708480	2000	1	"""n/a"""	2
710733	2000	1	452	1
712969	2000	1	274	1
715205	2000	0	256	1
717440	2000	0	0	1
719692	2000	1	"""n/a"""	2
721945	2000	0	0	1
724180	2000	0	0	1
726432	2000	0	"""n/a"""	2
728668	2000	1	358	1
730921	2000	1	"""n/a"""	2
733173	2000	0	"""n/a"""	2
735408	2000	1	427	1
737660	2000	1	414	1
739912	2000	1	389	1
742181	2000	1	"""n/a"""	2
744449	2000	1	430	1
746702	2000	1	401	1
748955	2000	0	0	1
751240	2000	1	"""n/a"""	2
753493	2000	0	0	1
755745	2000	1	398	1
758014	2000	0	0	1
760298	2000	0	"""n/a"""	2
762551	2000	0	0	1
764787	2000	0	0	1
833105	2000	1	460	1
835341	2000	1	"""n/a"""	2
837593	2000	0	0	1
839828	2000	1	505	1
842080	2000	0	"""n/a"""	2
844316	2000	0	0	1
846552	2000	0	"""n/a"""	2
848820	2000	1	511	1
851089	2000	1	534	1
853359	2000	1	"""n/a"""	2
855627	2000	1	842	1
857880	2000	0	"""n/a"""	2
860115	2000	0	0	1
862351	2000	0	0	1
864603	2000	0	0	1
866839	2000	0	"""n/a"""	2
869090	2000	0	0	1
871326	2000	1	543	1
873578	2000	1	440	1
875831	2000	1	"""n/a"""	2
878150	2000	1	533	1
880418	2000	1	386	1
882654	2000	1	482	1
884890	2000	0	"""n/a"""	2
887208	2000	1	360	1
889461	2000	1	445	1
891713	2000	1	503	1
893965	2000	1	411	1
896217	2000	0	"""n/a"""	2
898453	2000	1	568	1
900689	2000	0	0	1
902924	2000	0	"""n/a"""	2
905160	2000	0	0	1
907395	2000	0	0	1
909631	2000	0	0	1
911866	2000	1	532	1
914118	2000	1	"""n/a"""	2
916371	2000	0	0	1
918606	2000	1	831	1
920842	2000	1	479	1
923078	2000	0	"""n/a"""	2
925313	2000	1	439	1
927566	2000	0	"""n/a"""	2
929801	2000	1	639	1
932036	2000	0	0	1
934288	2000	1	"""n/a"""	2
936541	2000	1	853	1
938776	2000	0	0	1
941028	2000	1	"""n/a"""	2
943281	2000	1	734	1
945516	2000	1	312	1
947752	2000	0	783	1
949988	2000	0	"""n/a"""	2
952223	2000	1	728	1
954458	2000	0	0	1
956694	2000	0	0	1
958930	2000	0	"""n/a"""	2
961165	2000	1	894	1
963401	2000	1	993	1
965653	2000	1	307	1
967889	2000	0	"""n/a"""	2
970124	2000	0	0	1
972359	2000	0	0	1
974595	2000	0	0	1
976830	2000	1	345	1
979067	2000	1	"""n/a"""	2
981318	2000	1	873	1
983554	2000	1	393	1
985790	2000	0	"""n/a"""	2
988025	2000	1	730	1
990260	2000	1	322	1
992496	2000	1	321	1
994747	2000	1	"""n/a"""	2
997000	2000	1	462	1
999236	2000	1	455	1
1001487	2000	0	"""n/a"""	2
1003740	2000	0	"""n/a"""	2
1005976	2000	0	0	1
1008212	2000	0	0	1
1010447	2000	1	360	1
1012699	2000	1	"""n/a"""	2
1014967	2000	1	724	1
1017204	2000	0	0	1
1019456	2000	0	0	1
1021707	2000	0	"""n/a"""	2
1023944	2000	1	756	1
1026180	2000	0	"""n/a"""	2
1028432	2000	1	530	1
1030701	2000	0	0	1
1032969	2000	0	"""n/a"""	2
1035205	2000	0	0	1
1037456	2000	0	"""n/a"""	2
1184286	2000	1	696	1
1186538	2000	1	361	1
1188791	2000	1	376	1
1191060	2000	1	"""n/a"""	2
1193312	2000	1	433	1
1195581	2000	1	258	1
1197850	2000	1	279	1
1200118	2000	1	"""n/a"""	2
1202371	2000	1	390	1
1204656	2000	1	"""n/a"""	2
1206924	2000	1	573	1
1209177	2000	1	394	1
1211446	2000	1	"""n/a"""	2
1213699	2000	1	602	1
1215968	2000	1	681	1
1218252	2000	1	396	1
1220505	2000	1	320	1
1222774	2000	1	"""n/a"""	2
1225042	2000	1	720	1
1227295	2000	1	386	1
1229564	2000	1	"""n/a"""	2
1231817	2000	1	715	1
1234101	2000	1	483	1
1236354	2000	1	330	1
1238623	2000	1	"""n/a"""	2
1240876	2000	1	641	1
1243160	2000	0	"""n/a"""	2
1245413	2000	1	593	1
1247682	2000	1	"""n/a"""	2
1249950	2000	1	466	1
1252203	2000	1	788	1
1254472	2000	1	643	1
1256741	2000	1	"""n/a"""	2
1258994	2000	1	588	1
1261278	2000	1	651	1
1263531	2000	1	604	1
1265800	2000	0	"""n/a"""	2
1268053	2000	1	635	1
1270337	2000	1	368	1
1272591	2000	1	"""n/a"""	2
1274843	2000	1	837	1
1277127	2000	1	488	1
1279380	2000	1	424	1
1281649	2000	1	"""n/a"""	2
1283902	2000	1	680	1
1286186	2000	0	0	1
1288440	2000	0	"""n/a"""	2
1290708	2000	0	"""n/a"""	2
1292961	2000	1	413	1
1295229	2000	1	664	1
1297482	2000	1	339	1
1299751	2000	1	546	1
1302035	2000	0	"""n/a"""	2
1304288	2000	1	544	1
1306541	2000	1	817	1
1308825	2000	1	"""n/a"""	2
1311078	2000	1	638	1
1313331	2000	1	452	1
1315600	2000	1	730	1
1317884	2000	0	"""n/a"""	2
1320137	2000	1	587	1
1322405	2000	0	"""n/a"""	2
1324674	2000	1	517	1
1326927	2000	1	492	1
1329196	2000	1	"""n/a"""	2
1331465	2000	1	"""n/a"""	2
1333733	2000	1	774	1
1335986	2000	1	473	1
1338239	2000	1	423	1
1340523	2000	1	589	1
1342777	2000	0	"""n/a"""	2
1345029	2000	1	530	1
1347298	2000	1	582	1
1349582	2000	0	"""n/a"""	2
1351835	2000	1	434	1
1354088	2000	1	342	1
1356357	2000	1	441	1
1358641	2000	0	"""n/a"""	2
1360894	2000	1	321	1
1363147	2000	1	412	1
1365416	2000	1	844	1
1367700	2000	1	"""n/a"""	2
1369954	2000	1	502	1
1372222	2000	1	687	1
1374491	2000	1	"""n/a"""	2
