onset	duration	ACC	RT	condition
338512	2000	1	451	1
340747	2000	1	528	1
342983	2000	1	630	1
345219	2000	0	"""n/a"""	2
347454	2000	1	761	1
349690	2000	1	547	1
351926	2000	0	"""n/a"""	2
354161	2000	0	667	1
356396	2000	1	671	1
358632	2000	1	681	1
360868	2000	1	"""n/a"""	2
363120	2000	1	722	1
365372	2000	0	404	1
367607	2000	1	572	1
369859	2000	0	"""n/a"""	2
372095	2000	1	696	1
374331	2000	1	720	1
376567	2000	0	"""n/a"""	2
378802	2000	0	0	1
381037	2000	1	587	1
383289	2000	1	"""n/a"""	2
385542	2000	1	840	1
387778	2000	1	543	1
390046	2000	1	415	1
392299	2000	0	"""n/a"""	2
394551	2000	1	648	1
396836	2000	1	"""n/a"""	2
399104	2000	0	"""n/a"""	2
401341	2000	1	679	1
403610	2000	1	670	1
405879	2000	1	658	1
408147	2000	0	"""n/a"""	2
410383	2000	1	767	1
412635	2000	0	0	1
414903	2000	0	"""n/a"""	2
417156	2000	1	680	1
419425	2000	1	"""n/a"""	2
421678	2000	1	614	1
423930	2000	0	0	1
426182	2000	1	770	1
428418	2000	1	934	1
430686	2000	0	"""n/a"""	2
432939	2000	1	541	1
435191	2000	1	449	1
437443	2000	1	263	1
439696	2000	1	"""n/a"""	2
441948	2000	0	0	1
444183	2000	0	0	1
446451	2000	1	949	1
448705	2000	0	"""n/a"""	2
450957	2000	1	562	1
453241	2000	1	"""n/a"""	2
455510	2000	1	685	1
457763	2000	1	599	1
460016	2000	1	524	1
462285	2000	1	831	1
464554	2000	0	"""n/a"""	2
466789	2000	1	697	1
469041	2000	1	865	1
471293	2000	0	"""n/a"""	2
473546	2000	0	0	1
475798	2000	1	624	1
478049	2000	1	596	1
480302	2000	0	"""n/a"""	2
482555	2000	1	805	1
484824	2000	1	596	1
487108	2000	1	630	1
489362	2000	1	"""n/a"""	2
491614	2000	1	644	1
493883	2000	1	733	1
496152	2000	1	"""n/a"""	2
498404	2000	1	864	1
500656	2000	1	562	1
502909	2000	1	914	1
505193	2000	0	"""n/a"""	2
507446	2000	1	631	1
509698	2000	1	682	1
511950	2000	1	"""n/a"""	2
514219	2000	0	"""n/a"""	2
516472	2000	1	398	1
518756	2000	1	"""n/a"""	2
521009	2000	1	715	1
523262	2000	1	589	1
525547	2000	1	"""n/a"""	2
527800	2000	1	644	1
530052	2000	1	622	1
532337	2000	0	"""n/a"""	2
534590	2000	0	0	1
536858	2000	1	"""n/a"""	2
539111	2000	1	823	1
541363	2000	1	513	1
543615	2000	1	663	1
545868	2000	0	"""n/a"""	2
