onset	duration	ACC	RT	condition
377165	2000	0	"""n/a"""	2
379402	2000	1	473	1
381637	2000	1	597	1
383873	2000	1	613	1
386109	2000	0	"""n/a"""	2
388361	2000	1	482	1
390596	2000	1	565	1
392832	2000	1	431	1
395068	2000	0	"""n/a"""	2
397335	2000	1	543	1
399588	2000	1	382	1
401841	2000	1	508	1
404125	2000	1	"""n/a"""	2
406394	2000	1	594	1
408648	2000	0	"""n/a"""	2
410900	2000	1	503	1
413169	2000	1	393	1
415421	2000	1	712	1
417706	2000	0	"""n/a"""	2
419975	2000	1	444	1
422243	2000	1	404	1
424496	2000	1	621	1
426765	2000	1	469	1
429034	2000	1	"""n/a"""	2
431303	2000	1	945	1
433555	2000	1	566	1
435808	2000	1	262	1
438092	2000	1	"""n/a"""	2
440361	2000	1	301	1
442614	2000	1	536	1
444867	2000	0	0	1
447135	2000	0	"""n/a"""	2
449388	2000	1	676	1
451640	2000	1	719	1
453892	2000	1	314	1
456160	2000	0	"""n/a"""	2
458413	2000	1	739	1
460682	2000	0	"""n/a"""	2
462950	2000	1	580	1
465204	2000	0	"""n/a"""	2
467456	2000	1	737	1
469741	2000	0	0	1
471977	2000	1	726	1
474229	2000	0	0	1
476481	2000	1	"""n/a"""	2
478750	2000	1	747	1
481002	2000	1	542	1
483271	2000	0	"""n/a"""	2
485524	2000	1	512	1
487808	2000	1	558	1
490062	2000	0	"""n/a"""	2
492314	2000	1	556	1
494599	2000	1	759	1
496867	2000	0	"""n/a"""	2
499120	2000	1	753	1
501373	2000	1	885	1
503658	2000	0	"""n/a"""	2
505978	2000	1	654	1
508246	2000	0	0	1
510498	2000	1	"""n/a"""	2
512768	2000	1	948	1
515036	2000	1	499	1
517288	2000	0	0	1
519557	2000	1	"""n/a"""	2
521810	2000	1	334	1
524094	2000	1	854	1
526348	2000	1	"""n/a"""	2
528600	2000	1	902	1
530869	2000	1	801	1
533153	2000	1	"""n/a"""	2
535406	2000	1	571	1
537659	2000	0	0	1
539928	2000	0	0	1
542197	2000	1	825	1
544466	2000	0	"""n/a"""	2
546718	2000	1	497	1
549002	2000	1	674	1
551256	2000	0	"""n/a"""	2
553508	2000	1	537	1
555777	2000	1	696	1
558061	2000	1	765	1
560315	2000	0	"""n/a"""	2
562583	2000	1	"""n/a"""	2
564836	2000	1	952	1
567120	2000	1	926	1
569373	2000	1	754	1
571642	2000	1	"""n/a"""	2
573895	2000	1	669	1
576179	2000	1	578	1
578433	2000	1	"""n/a"""	2
580685	2000	1	297	1
582969	2000	1	541	1
585222	2000	1	694	1
587491	2000	0	"""n/a"""	2
589744	2000	1	545	1
592028	2000	0	"""n/a"""	2
594281	2000	1	660	1
596550	2000	0	"""n/a"""	2
598818	2000	1	583	1
601071	2000	1	692	1
603324	2000	1	717	1
605593	2000	1	551	1
607878	2000	1	"""n/a"""	2
610131	2000	1	522	1
612366	2000	1	731	1
614602	2000	1	802	1
616838	2000	1	"""n/a"""	2
619089	2000	0	301	1
621325	2000	1	705	1
623561	2000	0	0	1
625797	2000	1	"""n/a"""	2
628048	2000	1	609	1
630284	2000	1	707	1
632519	2000	1	587	1
