onset	duration	ACC	RT	condition
453948	2000	1	526	1
456199	2000	0	"""n/a"""	2
458452	2000	1	505	1
460721	2000	0	"""n/a"""	2
462974	2000	1	592	1
465226	2000	1	850	1
467461	2000	1	708	1
469730	2000	1	"""n/a"""	2
471983	2000	1	609	1
474251	2000	1	627	1
476504	2000	1	908	1
478788	2000	1	"""n/a"""	2
481041	2000	1	692	1
483294	2000	0	685	1
485563	2000	1	491	1
487847	2000	1	"""n/a"""	2
490116	2000	1	609	1
492369	2000	1	700	1
494622	2000	1	538	1
496906	2000	0	"""n/a"""	2
499175	2000	1	354	1
501428	2000	0	401	1
503697	2000	0	"""n/a"""	2
505950	2000	0	600	1
508234	2000	1	653	1
510488	2000	0	"""n/a"""	2
512740	2000	1	537	1
515024	2000	1	689	1
517277	2000	1	749	1
519530	2000	1	640	1
521814	2000	0	"""n/a"""	2
524067	2000	0	579	1
526320	2000	1	743	1
528589	2000	1	636	1
530873	2000	1	781	1
533127	2000	0	"""n/a"""	2
535395	2000	1	685	1
537648	2000	1	642	1
539932	2000	0	"""n/a"""	2
542186	2000	1	"""n/a"""	2
544438	2000	1	654	1
546707	2000	1	774	1
548976	2000	1	"""n/a"""	2
551228	2000	1	692	1
553497	2000	1	671	1
555766	2000	1	695	1
558035	2000	1	"""n/a"""	2
560287	2000	1	575	1
562572	2000	1	"""n/a"""	2
564825	2000	1	739	1
567093	2000	1	702	1
569362	2000	0	"""n/a"""	2
571615	2000	1	747	1
573899	2000	1	620	1
576152	2000	1	987	1
578421	2000	1	"""n/a"""	2
580690	2000	1	826	1
582942	2000	1	864	1
585195	2000	1	797	1
587479	2000	1	"""n/a"""	2
589732	2000	1	496	1
591985	2000	1	645	1
594254	2000	1	955	1
596523	2000	1	729	1
598792	2000	0	"""n/a"""	2
601044	2000	1	662	1
603313	2000	1	549	1
605597	2000	1	"""n/a"""	2
607850	2000	1	549	1
610103	2000	1	845	1
612387	2000	0	"""n/a"""	2
614656	2000	1	585	1
616910	2000	1	"""n/a"""	2
619178	2000	1	666	1
621431	2000	1	682	1
623699	2000	1	731	1
625968	2000	0	"""n/a"""	2
628221	2000	0	808	1
630505	2000	1	509	1
632759	2000	0	"""n/a"""	2
635011	2000	1	527	1
637280	2000	1	743	1
639564	2000	0	403	1
641817	2000	1	511	1
644086	2000	0	"""n/a"""	2
646339	2000	1	608	1
648623	2000	1	"""n/a"""	2
650877	2000	1	583	1
653129	2000	1	624	1
655365	2000	0	"""n/a"""	2
657600	2000	1	644	1
659852	2000	1	719	1
662088	2000	1	854	1
664356	2000	1	"""n/a"""	2
666609	2000	1	513	1
668844	2000	1	632	1
671080	2000	1	811	1
673316	2000	0	"""n/a"""	2
675551	2000	1	670	1
677786	2000	1	486	1
680038	2000	0	"""n/a"""	2
682275	2000	1	"""n/a"""	2
684526	2000	1	721	1
686779	2000	1	578	1
689048	2000	1	664	1
691317	2000	1	"""n/a"""	2
693585	2000	1	450	1
695838	2000	1	537	1
698122	2000	0	0	1
700375	2000	1	"""n/a"""	2
702628	2000	1	500	1
704913	2000	0	"""n/a"""	2
707181	2000	0	590	1
709434	2000	1	624	1
711687	2000	1	715	1
713971	2000	0	"""n/a"""	2
716240	2000	1	456	1
718493	2000	0	497	1
720746	2000	1	733	1
723014	2000	1	"""n/a"""	2
761635	2000	1	600	1
763889	2000	0	"""n/a"""	2
766141	2000	1	598	1
768410	2000	1	665	1
770679	2000	1	"""n/a"""	2
772931	2000	1	598	1
775200	2000	1	733	1
777484	2000	0	"""n/a"""	2
779737	2000	1	823	1
782006	2000	1	539	1
784259	2000	1	751	1
786543	2000	0	"""n/a"""	2
788796	2000	1	635	1
791049	2000	1	778	1
793318	2000	1	597	1
