onset	duration	ACC	RT	condition
234265	2000	1	573	1
236501	2000	1	582	1
238736	2000	1	603	1
240972	2000	1	447	1
243257	2000	0	"""n/a"""	2
245510	2000	1	497	1
247778	2000	1	530	1
250047	2000	1	"""n/a"""	2
252300	2000	1	656	1
254584	2000	1	891	1
256838	2000	1	"""n/a"""	2
259090	2000	1	608	1
261359	2000	1	757	1
263643	2000	1	527	1
265897	2000	0	"""n/a"""	2
268165	2000	1	"""n/a"""	2
270418	2000	1	759	1
272702	2000	0	"""n/a"""	2
274955	2000	1	523	1
277208	2000	1	827	1
279492	2000	0	"""n/a"""	2
281761	2000	1	477	1
284015	2000	1	512	1
286283	2000	1	464	1
288551	2000	1	"""n/a"""	2
290820	2000	1	489	1
293073	2000	1	618	1
295326	2000	1	565	1
297610	2000	0	"""n/a"""	2
299879	2000	1	465	1
302133	2000	0	"""n/a"""	2
304385	2000	1	449	1
306669	2000	1	465	1
308923	2000	0	"""n/a"""	2
311175	2000	1	597	1
313444	2000	0	0	1
315728	2000	1	570	1
317982	2000	1	"""n/a"""	2
320234	2000	1	861	1
322503	2000	1	591	1
324787	2000	1	581	1
327041	2000	0	"""n/a"""	2
329293	2000	1	579	1
331562	2000	1	436	1
333846	2000	1	399	1
336100	2000	1	"""n/a"""	2
338352	2000	1	725	1
340621	2000	1	893	1
342905	2000	1	867	1
345158	2000	1	621	1
347427	2000	0	"""n/a"""	2
349680	2000	1	402	1
351964	2000	1	648	1
354218	2000	0	"""n/a"""	2
356470	2000	1	508	1
358754	2000	1	"""n/a"""	2
361023	2000	1	680	1
363276	2000	1	643	1
365529	2000	1	523	1
367813	2000	0	"""n/a"""	2
370082	2000	1	338	1
372335	2000	0	0	1
374588	2000	1	574	1
376873	2000	1	"""n/a"""	2
379141	2000	1	542	1
381410	2000	1	590	1
383664	2000	0	"""n/a"""	2
385916	2000	1	464	1
388152	2000	1	"""n/a"""	2
390403	2000	1	671	1
392639	2000	1	982	1
394875	2000	1	687	1
397143	2000	0	"""n/a"""	2
399380	2000	1	593	1
401631	2000	1	730	1
403867	2000	1	513	1
406119	2000	1	782	1
408370	2000	1	"""n/a"""	2
410623	2000	1	816	1
412859	2000	1	509	1
415095	2000	1	621	1
417331	2000	0	"""n/a"""	2
419566	2000	1	550	1
421801	2000	1	701	1
424053	2000	0	0	1
426306	2000	1	619	1
428591	2000	0	"""n/a"""	2
430827	2000	1	689	1
433079	2000	1	784	1
435331	2000	1	733	1
437599	2000	1	"""n/a"""	2
439852	2000	1	883	1
442105	2000	1	785	1
444390	2000	0	"""n/a"""	2
446658	2000	1	937	1
448911	2000	1	606	1
